"rowkey","occurrenceID","eventID","catalogNumber","collectionCode","dcterms:type","dcterms:license processed","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","dcterms:references","taxonID","scientificName processed","scientificNameAuthorship","nomenclaturalStatus","taxonRemarks","identificationRemarks","identifiedBy processed","identificationVerificationStatus","identificationVerificationStatus processed","kingdom","phylum processed","class processed","order processed","family processed","genus processed","specificEpithet","infraspecificEpithet","eventDate processed","eventTime","verbatimEventDate","day processed","month processed","year processed","eventDateEnd processed","endDay processed","endMonth processed","endYear processed","locationID","higherGeographyID","higherGeography","islandGroup","island","countryCode","county","gridreference","verbatimLocality","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","georeferenceVerificationStatus processed","georeferenceRemarks","geologicalContextID","basisOfRecord processed","occurrenceStatus processed","occurrenceRemarks","vitality","dynamicProperties","recordNumber","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","behavior","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","samplingEffort","sampleSizeUnit","measurementDeterminedDate","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","relationshipOfResource","measurementMethod","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","collectionID","datasetID","institutionCode","fieldNotes","eventRemarks","datasetName","ownerInstitutionCode","otherCatalogNumbers","materialSampleID","decimalLatitude processed","decimalLongitude processed","Coordinate uncertainty - processed"
"a1310c6c-307a-4841-a093-afcc6feb8d44","103945125",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2019-03-04",,,"04","03","2019",,,,,,,,,,,,"NH82",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.301056","-3.910242","7071.1"
"a1325491-70a0-4ebb-a35b-31291c54d8cd","16069231",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2007-11-04",,,"04","11","2007",,,,,,,,,,,,"NJ6820",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.274051","-2.524012","707.1"
"a135f63d-aee2-49ae-aeb0-fdbb1aeaa614","117376455","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-03-23",,,"23","03","1997","1997-03-23","23","03","1997",,,,,,,,"NC80",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"58.019231","-3.948383","7071.1"
"a13ae185-36f8-4d01-be55-d56d5ee2dda0","58035752",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-12-13",,,"13","12","2008",,,,,,,,,,,,"NH96W",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.645559","-3.693732","1414.2"
"a157d20d-8c39-47f2-9ff3-1d5b18c847ba","226139793","Scotland2006-2011-SAMPLE",,"Scotland2006-2011",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006",,,"","","2006","2011",,,"2011","11456829",,,,,,,"NH90D",,,,,,"Accepted",,,"HumanObservation","present",,,,"BCTP2012_19884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000811",,,,,,,,"57.140917","-3.802818","1414.2"
"a166407d-1403-4954-9b3c-206ecbc82fc5","117376954","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-02-12",,,"12","02","1997","1997-02-12","12","02","1997",,,,,,,,"NH84",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.480609","-3.919608","7071.1"
"a190d5eb-e96f-4c12-960e-893ff5a6d573","117345135","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-22",,,"22","01","2008","2008-01-22","22","01","2008","9669225",,,,,,,"NJ4850",,,,,,"Accepted",,,"HumanObservation","present",,,,"598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.541679","-2.861948","707.1"
"a1920523-beb8-49a4-8666-8d5be1cd545b","58035753",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2010-02-11",,,"11","02","2010",,,,,,,,,,,,"NN55",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"56.664231","-4.367458","7071.1"
"a236349d-0938-4e82-81f1-ca0f2f7795bc","117344735","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-08",,,"08","01","2008","2008-01-08","08","01","2008","9669407",,,,,,,"NC8201",,,,,,"Accepted",,,"HumanObservation","present",,,,"855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.987159","-3.98893","707.1"
"a23c06f7-a0e4-49e3-ab78-751c8f1a36d1","99230713",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2014-07-10",,,"10","07","2014",,,,,,,,,,,,"NH95D",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.589827","-3.824979","1414.2"
"a25afa6d-5f7f-4d67-9feb-a7771a38e887","CI0000420000AHEK","CI00004200002V99",,"CI0000420000005N",,"CC-BY-NC","NESBREC",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted","Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2004-11-28",,,"28","11","2004",,,,,,,,,,,,"NO6092",,,,,,"",,,"HumanObservation","present",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NESBReC",,,"North East Scotland Birds 1883 - 2010",,,,"57.02192","-2.652227","707.1"
"a2ef4d78-bd78-419c-a830-e2337c137c44","226131558","Scotland2006-2011-SAMPLE",,"Scotland2006-2011",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006",,,"","","2006","2011",,,"2011","11441040",,,,,,,"NH80Z",,,,,,"Accepted",,,"HumanObservation","present",,,,"BCTP2012_19879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000811",,,,,,,,"57.158395","-3.836738","1414.2"
"a2fc27c2-8005-4a21-9778-8816e563796a","107095844",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2017-04-14",,,"14","04","2017",,,,,,,,,,,,"NH9718",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.245673","-3.700203","707.1"
"a33f6dd0-4c75-465b-abe3-48a9718540a9","230024888","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11873651",,,,,,,"NH70",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"57.118886","-4.066028","7071.1"
"a35b9e08-69ee-4c4d-9189-124ec57801ba","230231001","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11876195",,,,,,,"NN58",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"56.933505","-4.384499","7071.1"
"a35e4853-f7f3-437e-9311-7173d5fe7c4c","47202097",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2005-08-22",,,"22","08","2005",,,,,,,,,,,,"NJ0528",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.337191","-3.571516","707.1"
"a363274e-4865-4fc1-bf08-011b84fc073e","117345141","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-11",,,"11","01","2008","2008-01-11","11","01","2008","9669175",,,,,,,"NJ4944",,,,,,"Accepted",,,"HumanObservation","present",,,,"531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.487903","-2.844","707.1"
"a36cc9a4-a3a6-45bf-add0-5a7896151eec","69815934",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006-04-21",,,"21","04","2006",,,,,,,,,,,,"NJ4261",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.639747","-2.964774","707.1"
"a377b647-b888-4549-9d73-3211725efdae","117345003","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-03-06",,,"06","03","2008","2008-03-06","06","03","2008","9669119",,,,,,,"NH9946",,,,,,"Accepted",,,"HumanObservation","present",,,,"544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.497525","-3.678524","707.1"
"a37e3d9d-a435-466d-9975-b536ff01bc45","5906439",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2018-05-06",,,"06","05","2018",,,,,,,,,,,,"NO4795",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.047568","-2.86695","707.1"
"a396353a-af60-471e-a276-dabde50af0e9","117376242","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-03-21",,,"21","03","1999","1999-03-21","21","03","1999",,,,,,,,"NH48",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.827621","-4.61172","7071.1"
"a3a8f7ab-195a-4696-9e75-674037fa1daf","117376234","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2000-04-05",,,"05","04","2000","2000-04-05","05","04","2000",,,,,,,,"NJ01",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.215865","-3.574633","7071.1"
"a3b0576e-e16c-4f9b-bfac-e79ad370587d","27678516",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-09-01",,,"01","09","1997",,,,,,,,,,,,"NJ0216",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.228808","-3.616599","707.1"
"a3cbb984-2486-4b9c-9ebf-20e4be8121e1","46697611",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1987-02-12",,,"12","02","1987",,,,,,,,,,,,"NH80",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.121498","-3.900985","7071.1"
"a3d033a6-ad96-4589-9b80-87a42950fd3e","CI0000420000E6KJ","CI00004200006GZ6",,"CI00004200000030",,"CC-BY-NC","NESBREC",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted","Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1995-10-07",,,"07","10","1995",,,,,,,,,,,,"NO5196",,,,,,"",,,"HumanObservation","present",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NESBReC",,,"North East Scotland Birds 1883 - 2010",,,,"57.056989","-2.801222","707.1"
"a3e6ceed-8311-489b-9c4f-ccc212111dd0","39740637",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-07-06",,,"06","07","1997",,,,,,,,,,,,"SK27",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"53.271403","-1.626594","7071.1"
"a40e8ebe-17b2-4290-b49d-5f25065128e7","39154435",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1982-07-12",,,"12","07","1982",,,,,,,,,,,,"NH80H",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.120993","-3.933996","1414.2"
"a4239ce7-8d81-404b-9f0c-e00328c81d48","58324728",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-20",,,"20","01","2008",,,,,,,,,,,,"NJ04K",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.449327","-3.584657","1414.2"
"a45573d5-8d2f-45cc-831f-7ccef870e148","117344811","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-02-17",,,"17","02","2008","2008-02-17","17","02","2008","9669252",,,,,,,"NH2723",,,,,,"Accepted",,,"HumanObservation","present",,,,"334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.269497","-4.862364","707.1"
"a4939589-0eed-4485-b078-3c2426d15b58","CI000233000009WI","CI000233000001XJ",,"CI00004200000050",,"CC-BY","National Trust for Scotland",,,,"NHMSYS0000530457","Loxia scotica",,,,"Originally Recorded as= Loxia scotica : Scottish Crossbills",,"Unconfirmed","Unconfirmed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-07-04",,,"04","07","2011",,,,,,,,,,,,"NJ795005",,,,,,,,,"HumanObservation","present","Old Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NTS",,,"National Trust for Scotland Species Records",,,,"57.095475","-2.339126","70.7"
"a49cbfa3-f2da-4505-8e6b-10a86b396c9d","248189548","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991","13009373",,,,,,,"NH76",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIB52040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.65749","-4.096565","7071.1"
"a4b16665-a584-4b51-a352-22f223273c0e","10984769",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006-11-12",,,"12","11","2006",,,,,,,,,,,,"NO1891",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.007425","-3.343516","707.1"
"a4ba0b74-37c4-4d64-849d-258c753ed5bf","56202320",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2009-07-10",,,"10","07","2009",,,,,,,,,,,,"NO59D",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.061427","-2.809562","1414.2"
"a4bea6c0-80e6-41e7-9302-74bb0f6b702e","36472805",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1984-03-20",,,"20","03","1984",,,,,,,,,,,,"NJ0216",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.228808","-3.616599","707.1"
"a4c2ddbf-2466-46a2-9e2d-559841abdb0a","76986021",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-04-14",,,"14","04","2011",,,,,,,,,,,,"NH20W",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.086134","-4.823451","1414.2"
"a4cbb5ae-8fd1-486b-8767-8d655954abe6","117376701","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1998-02-23",,,"23","02","1998","1998-02-23","23","02","1998",,,,,,,,"NJ13",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.397432","-3.416004","7071.1"
"a4dd4d76-9028-4545-9701-3acb867e905e","230032356","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11874667",,,,,,,"NN79",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"57.029113","-4.061043","7071.1"
"a4fe9120-1f6f-4db4-b237-74e8aa410409","117345086","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-20",,,"20","01","2008","2008-01-20","20","01","2008","9669127",,,,,,,"NJ3417",,,,,,"Accepted",,,"HumanObservation","present",,,,"289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.243492","-3.08696","707.1"
"a508752f-38fd-442e-8d90-4d3b466e5296","CI00004200007CS7","CI000042000023RN",,"CI0000420000003A",,"CC-BY-NC","NESBREC",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted","Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2001-07-08",,,"08","07","2001","2001-07-17","17","07","2001",,,,,,,,"NJ2660",,,,,,"",,,"HumanObservation","present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NESBReC",,,"North East Scotland Birds 1883 - 2010",,,,"57.628439","-3.232403","707.1"
"a50c4aef-a851-42d4-8f65-4a424dbe06ca","117278857",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2019-08-08",,,"08","08","2019",,,,,,,,,,,,"NH2023",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.266802","-4.978276","707.1"
"a5119556-43ee-4fde-8557-9b1c9c053ce6","96119428",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-07-07",,,"07","07","2011",,,,,,,,,,,,"NJ0216",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.228808","-3.616599","707.1"
"a517e22d-a858-4a97-a3a7-1494424bce04","147879675","SOC/HighlandBirdClub2002-SAMPLE",,"SOC/HighlandBirdClub2002",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2002-01-05",,,"05","01","2002","2002-01-05","05","01","2002","9996977",,,,,,,"NN59Q",,,,,,"Accepted",,,"HumanObservation","present",,,,"4412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000454","The Scottish Ornithologists' Club",,,,,,,"56.987981","-4.35506","1414.2"
"a5283b74-26b1-48ba-a9f8-396ca7d317b5","117345110","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-02-16",,,"16","02","2008","2008-02-16","16","02","2008","9669105",,,,,,,"NJ4005",,,,,,"Accepted",,,"HumanObservation","present",,,,"188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.136534","-2.984687","707.1"
"a56f2a6d-2c72-4bc0-beba-807808a7661d","226168224","Scotland2006-2011-SAMPLE",,"Scotland2006-2011",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006",,,"","","2006","2011",,,"2011","11454215",,,,,,,"NO59D",,,,,,"Accepted",,,"HumanObservation","present",,,,"BCTP2012_19965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000811",,,,,,,,"57.061427","-2.809562","1414.2"
"a5776d74-fe89-4f2b-9e9d-b9d8dc2fa622","248917951","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991",,,,,,,,"NH91",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIBTET257447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.21368","-3.740129","7071.1"
"a57b0719-bb49-4576-8d8b-f6e630bd3b65","4891046",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2015-05-08",,,"08","05","2015",,,,,,,,,,,,"NH6376",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.757363","-4.295653","707.1"
