"rowkey","occurrenceID","eventID","catalogNumber","collectionCode","dcterms:type","dcterms:license processed","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","dcterms:references","taxonID","scientificName processed","scientificNameAuthorship","nomenclaturalStatus","taxonRemarks","identificationRemarks","identifiedBy processed","identificationVerificationStatus","identificationVerificationStatus processed","kingdom","phylum processed","class processed","order processed","family processed","genus processed","specificEpithet","infraspecificEpithet","eventDate processed","eventTime","verbatimEventDate","day processed","month processed","year processed","eventDateEnd processed","endDay processed","endMonth processed","endYear processed","locationID","higherGeographyID","higherGeography","islandGroup","island","countryCode","county","gridreference","verbatimLocality","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","georeferenceVerificationStatus processed","georeferenceRemarks","geologicalContextID","basisOfRecord processed","occurrenceStatus processed","occurrenceRemarks","vitality","dynamicProperties","recordNumber","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","behavior","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","samplingEffort","sampleSizeUnit","measurementDeterminedDate","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","relationshipOfResource","measurementMethod","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","collectionID","datasetID","institutionCode","fieldNotes","eventRemarks","datasetName","ownerInstitutionCode","otherCatalogNumbers","materialSampleID","decimalLatitude processed","decimalLongitude processed","Coordinate uncertainty - processed"
"0001d0f3-5da8-4e92-81bb-0157f26991bc","117344888","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-02-13",,,"13","02","2008","2008-02-13","13","02","2008","9669179",,,,,,,"NH5178",,,,,,"Accepted",,,"HumanObservation","present",,,,"782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.771498","-4.498351","707.1"
"0010d8de-17a5-449c-90c4-ffed05074e4d","87300699",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2012-03-29",,,"29","03","2012",,,,,,,,,,,,"NH8422",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.278486","-3.917367","707.1"
"0010fefb-d281-4a08-81d7-8e73ba819e23","226160082","Scotland2006-2011-SAMPLE",,"Scotland2006-2011",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006",,,"","","2006","2011",,,"2011","11450837",,,,,,,"NN79Z",,,,,,"Accepted",,,"HumanObservation","present",,,,"BCTP2012_19942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000811",,,,,,,,"57.066091","-3.997115","1414.2"
"001adf78-210b-46bc-a094-7cfdcaf55a5e","124317469",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2016-05-22",,,"22","05","2016",,,,,,,,,,,,"NH8523",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.287715","-3.901254","707.1"
"00218807-b16c-4641-ab72-8fb73985a504","117376880","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1998-04-22",,,"22","04","1998","1998-04-22","22","04","1998",,,,,,,,"NJ61",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.224392","-2.581271","7071.1"
"0035e36e-07c7-4344-b2ea-d04a89ed182d","102265927",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2018-04-22",,,"22","04","2018",,,,,,,,,,,,"NH8523",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.287715","-3.901254","707.1"
"0057461f-b359-4d3e-85e7-a0445cb2729d","249468421","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991",,,,,,,,"NJ41",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIBTET257458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.222422","-2.91245","7071.1"
"008f46cd-66aa-4be3-ae45-db3752c7ab45","230021146","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1981-11",,,"","11","1981","1984-02",,"02","1984","11875129",,,,,,,"NH59",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"WIN46917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000599","British Trust for Ornithology",,,,,,,"57.920712","-4.449607","7071.1"
"008fdeb1-be61-4c45-886a-25fbd6319794","36807827",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1978-08-13",,,"13","08","1978",,,,,,,,,,,,"NH9818",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.245896","-3.68364","707.1"
"00c2c323-fd00-44e4-959e-444101f719dc","83696710",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2014-05-20",,,"20","05","2014",,,,,,,,,,,,"NH5973",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.729204","-4.361056","707.1"
"00c97913-d267-462f-bf87-2b27f07590e7","117376500","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-02-08",,,"08","02","1999","1999-02-08","08","02","1999",,,,,,,,"NJ24",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.488997","-3.252724","7071.1"
"00ca46a5-7d1f-45b9-81a2-66ddb077f278","95518496",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-07-30",,,"30","07","2011",,,,,,,,,,,,"NJ02",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.305659","-3.57847","7071.1"
"0116d0d6-6082-4563-a7aa-8a82e2a1a00b","117376170","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1999-03-10",,,"10","03","1999","1999-03-10","10","03","1999",,,,,,,,"NH67",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.744354","-4.269623","7071.1"
"01206a63-c2ff-414a-9ea2-09e58d699cb2","117376642","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2002-04-11",,,"11","04","2002","2002-04-11","11","04","2002",,,,,,,,"NJ01",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.215865","-3.574633","7071.1"
"018627e0-d2db-46c0-942e-550dae8036fd","119295654","SOC/HighlandBirdClub2002-SAMPLE",,"SOC/HighlandBirdClub2002",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2002-04-14",,,"14","04","2002","2002-04-14","14","04","2002","9794370",,,,,,,"NH63W",,,,,,"Accepted",,,"HumanObservation","present",,,,"4411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000453","The Scottish Ornithologists' Club",,,,,,,"57.368554","-4.179832","1414.2"
"020ae973-df86-4f11-b386-29a3ed76faf2","117376736","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2000-02-05",,,"05","02","2000","2000-02-05","05","02","2000","9685720",,,,,,,"NH53",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.38226","-4.413571","7071.1"
"021e78c7-9ca5-458b-aacc-7c5563cd1756","117376617","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-04-02",,,"02","04","1997","1997-04-02","02","04","1997",,,,,,,,"NH95",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.572819","-3.757238","7071.1"
"028afe4a-c718-4de8-94dd-5f4385d6f210","17086370",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2014-05-25",,,"25","05","2014",,,,,,,,,,,,"NJ3911",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.190292","-3.002664","707.1"
"02afb4e8-326f-4d33-b26c-badd37e6972f","110032576",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2019-06-13",,,"13","06","2019",,,,,,,,,,,,"NJ0629",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.346377","-3.55529","707.1"
"02bda131-a5bc-4b17-adb1-5be52b419ef9","2859121",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-05-31",,,"31","05","2008",,,,,,,,,,,,"NJ3911",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.190292","-3.002664","707.1"
"02ca8657-6b06-4f10-a632-eb1adec8f024","32702718",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1985-07-22",,,"22","07","1985",,,,,,,,,,,,"NJ0427",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.328003","-3.587734","707.1"
"02dc8636-e45f-4d1f-a371-49376785547f","CI000039000000Q6","CI000039000000X2",,"CI0000390000000O",,"CC-BY","National Trust for Scotland",,,,"NBNSYS0000000511","Loxia scotica",,,,,,"Unconfirmed","Unconfirmed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-05-25",,,"25","05","1997",,,,,,,,,,,,"NO09",,,,,,,,,"HumanObservation","present","FROM FIELD CARD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NTS",,,"National Trust for Scotland Species Records",,,,"57.036272","-3.567027","7071.1"
"03064ace-69ec-4adb-8b1d-b404d86aec79","59096753",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-04-19",,,"19","04","2008",,,,,,,,,,,,"NJ31V",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.185735","-3.010812","1414.2"
"03270e98-1284-4e1d-b127-8eb0cfc7f870","55428808",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2007-12-15",,,"15","12","2007",,,,,,,,,,,,"NH63P",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.42124","-4.249583","1414.2"
"033d9469-48e7-47f6-9d23-16476d2423ff","36640186",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1985-06-30",,,"30","06","1985",,,,,,,,,,,,"NH0064",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.626178","-5.342739","707.1"
"03744b61-c551-4e67-a3fa-e07b7cddeb2c","117376573","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1998-03-26",,,"26","03","1998","1998-03-26","26","03","1998",,,,,,,,"NJ03",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.395452","-3.58233","7071.1"
"03af7ccc-2ed9-4258-af18-5698305a18de","117376231","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2000-03-22",,,"22","03","2000","2000-03-22","22","03","2000",,,,,,,,"NJ01",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.215865","-3.574633","7071.1"
"03dd7fb7-cf7b-4cc4-a502-e205309755a8","79490363",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2013-04-01",,,"01","04","2013",,,,,,,,,,,,"NH5973",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.729204","-4.361056","707.1"
"03ead237-ac99-460f-b354-b8513750aaab","123582085",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2016-09-04",,,"04","09","2016",,,,,,,,,,,,"NH8523",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.287715","-3.901254","707.1"
"041015b6-10e8-4190-8f36-aa6748661b0e","122636303",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2017-10-09",,,"09","10","2017",,,,,,,,,,,,"NO4995",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.047791","-2.83399","707.1"
"04275629-2036-4507-b6d4-47e487d6a288","14037267",,,,,"OGL","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2016-04-22",,,"22","04","2016",,,,,,,,,,,,"NJ3911",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"57.190292","-3.002664","707.1"
"04697c70-20cb-4ab7-af33-814399c143aa","91509135",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2014-05-24",,,"24","05","2014",,,,,,,,,,,,"NJ0020",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.264294","-3.651316","707.1"
"04aa3c4b-0606-49a9-ad4c-bb2ac8ee94d6","49352134",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-07-26",,,"26","07","2008",,,,,,,,,,,,"NJ01",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.215865","-3.574633","7071.1"
"04b239cd-a688-45d4-960f-d626678075ef","117376166","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2005-03-21",,,"21","03","2005","2005-03-21","21","03","2005",,,,,,,,"NH53",,,,,,"Accepted",,,"HumanObservation","present",,,,"3656050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.38226","-4.413571","7071.1"
"04c43a72-df3f-4186-b1a6-a8387ab8cc6f","81592356",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-04-07",,,"07","04","2011",,,,,,,,,,,,"NH8603",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.108403","-3.875545","707.1"
"04c6c3b3-be38-44d7-bd86-60a1305c4216","117376743","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1997-03-05",,,"05","03","1997","1997-03-05","05","03","1997",,,,,,,,"NJ01",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.215865","-3.574633","7071.1"
"04e4a3bf-decf-442c-afa0-ce5d4463588c","117376647","no key-SAMPLE",,"no key",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2002-08-19",,,"19","08","2002","2002-08-19","19","08","2002",,,,,,,,"NJ20",,,,,,"Accepted",,,"HumanObservation","present",,,,"3655875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000793",,,,,,,,"57.129771","-3.240564","7071.1"
"051452ee-f243-42d6-bca1-9527a561e76a","117344697","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-28",,,"28","01","2008","2008-01-28","28","01","2008","9669447",,,,,,,"NC5816",,,,,,"Accepted",,,"HumanObservation","present",,,,"903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"58.114776","-4.40349","707.1"
"051637c0-77c3-48d5-b7b1-a900f09bda59","76685362",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2011-04-29",,,"29","04","2011",,,,,,,,,,,,"NH33R",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.358224","-4.711295","1414.2"
"0538c7d9-97c2-4b78-aca2-a4ccca26e781","117344972","ScottishCrossbill2008-SAMPLE",,"ScottishCrossbill2008",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-01-30",,,"30","01","2008","2008-01-30","30","01","2008","9669463",,,,,,,"NH8302",,,,,,"Accepted",,,"HumanObservation","present",,,,"173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000601",,,,,,,,"57.098675","-3.924579","707.1"
"053d94cb-9d74-431e-a24e-c38d6c62d448","49159721",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2008-03-02",,,"02","03","2008",,,,,,,,,,,,"NJ3759",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.621119","-3.04799","707.1"
"0546adc7-b0e4-4de8-8eb2-175ddf96032c","93112345",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2013-05-14",,,"14","05","2013",,,,,,,,,,,,"NH9917",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.237138","-3.666671","707.1"
"05543917-4937-42b3-8335-6f5006a22b6a","74482428",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2015-06-19",,,"19","06","2015",,,,,,,,,,,,"NH9817",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.236917","-3.683231","707.1"
"05cf8846-dcc5-405f-b5f8-e0f8bf490a48","29603487",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2005-08-26",,,"26","08","2005",,,,,,,,,,,,"NJ0528",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.337191","-3.571516","707.1"
"060e9463-2708-4e85-bfe9-33707f14814a","248139529","no key-SAMPLE",,"no key",,"CC-BY-NC",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted - considered correct","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"1988-04",,,"","04","1988","1991-07",,"07","1991",,,,,,,,"NN89",,,,,,"Accepted - considered correct",,,"HumanObservation","present",,,,"GIBTET257465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000147","British Trust for Ornithology",,,,,,,"57.031716","-3.896397","7071.1"
"062a566c-0550-45aa-a23a-75af815c04b0","119297212","SOC/HighlandBirdClub2003-SAMPLE",,"SOC/HighlandBirdClub2003",,"CC-BY",,,,,"NHMSYS0000530457","Loxia scotica",,,,,,,"Accepted","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2003-02-17",,,"17","02","2003","2003-02-17","17","02","2003","9794794",,,,,,,"NN58U",,,,,,"Accepted",,,"HumanObservation","present",,,,"H2003-2076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GA000453","The Scottish Ornithologists' Club",,,,,,,"56.97003","-4.353926","1414.2"
"065acb27-99e8-4681-b8be-24370491b05f","66145608",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530457","Loxia scotica",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia",,,"2006-04-03",,,"03","04","2006",,,,,,,,,,,,"NH91",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"57.21368","-3.740129","7071.1"
